word,machado_fl,mac_morpho_fl,floresta_fl,genesis_fl,unitex-PB_fl,Manual Label
Levi,N,N,N,N,N,N
levir,Y,Y,Y,Y,N,N
levo,Y,Y,N,N,Y,Y
levy,Y,Y,Y,Y,N,N
Lewis,Y,N,Y,Y,N,N
Lex,Y,Y,Y,Y,N,N
lexia,N,N,N,N,Y,Y
li,Y,Y,Y,Y,Y,Y
liar,Y,Y,Y,Y,N,N
liberal,Y,Y,Y,N,Y,Y
libertine,Y,Y,Y,Y,N,N
libido,N,Y,N,N,Y,Y
libra,Y,Y,Y,N,Y,Y
lie,Y,Y,Y,N,N,N
life,N,Y,Y,N,N,N
ligas,Y,Y,N,N,Y,Y
light,Y,N,Y,N,N,N
lija,Y,Y,Y,Y,N,N
like,N,Y,Y,N,N,N
Lilian,Y,N,Y,Y,N,N
Lilith,Y,Y,Y,Y,N,N
lily,Y,Y,Y,Y,N,N
Lima,N,N,N,Y,N,N
limbo,Y,Y,N,N,Y,Y
Lin,Y,N,Y,Y,N,N
Lincoln,N,N,Y,Y,N,N
Linda,Y,Y,N,N,N,Y
lindo,Y,Y,N,N,Y,Y
Lindsay,Y,Y,Y,Y,N,N
line,Y,N,Y,Y,N,N
ling,N,Y,Y,Y,N,N
lingerie,N,Y,N,N,Y,Y
lingua,N,N,N,N,N,Y
linha,Y,Y,Y,N,Y,Y
link,Y,Y,Y,Y,N,N
links,Y,Y,Y,Y,N,N
Lionel,Y,N,Y,Y,N,N
lipa,N,Y,Y,Y,N,N
liquid,Y,Y,Y,Y,N,N
Lisa,N,N,Y,Y,N,N
list,Y,Y,Y,Y,N,N
listener,Y,Y,Y,Y,N,N
listening,Y,Y,Y,Y,N,N
lit,Y,Y,Y,N,N,N
lite,Y,Y,Y,Y,N,N
literal,Y,Y,N,N,Y,Y
little,Y,N,Y,N,N,N
Liv,Y,Y,Y,Y,N,N
live,N,N,N,Y,N,Y
living,Y,Y,Y,N,N,N
livre,Y,Y,Y,Y,Y,Y
Liz,Y,N,Y,Y,N,N
lo,N,N,N,N,N,N
loading,Y,Y,Y,Y,N,N
lobby,Y,N,N,Y,N,N
lobo,Y,Y,Y,Y,Y,Y
loca,Y,Y,Y,Y,N,N
local,Y,Y,Y,N,Y,Y
location,Y,Y,Y,Y,N,N
lock,Y,Y,Y,Y,N,N
loco,N,Y,N,N,Y,Y
locomotor,N,N,N,N,Y,Y
locutor,N,Y,Y,N,Y,Y
loft,Y,Y,Y,Y,N,N
log,Y,Y,Y,N,N,N
login,N,N,Y,N,N,Y
logos,N,Y,N,N,Y,Y
loka,N,N,N,N,N,Y
Lola,Y,N,N,Y,N,N
lollipop,Y,Y,Y,Y,N,N
Lolo,Y,Y,Y,Y,N,N
Londres,N,N,N,Y,N,N
long,N,N,Y,N,N,N
longa,Y,Y,Y,N,Y,Y
longe,Y,Y,Y,Y,Y,Y
longitude,N,Y,N,N,Y,Y
look,Y,N,Y,N,N,N
looking,Y,Y,Y,N,N,N
loop,Y,Y,Y,Y,N,N
looping,Y,N,Y,Y,N,N
loose,Y,Y,Y,N,N,N
lop,Y,Y,Y,Y,N,N
lora,Y,Y,Y,Y,N,N
lord,N,Y,Y,N,N,N
lore,Y,Y,Y,Y,N,N
Loren,Y,N,Y,Y,N,N
Lorenzo,Y,N,Y,Y,N,N
loser,Y,Y,Y,Y,N,N
lost,N,Y,Y,Y,N,N
lot,Y,Y,Y,Y,N,N
lota,N,N,Y,N,Y,Y
lote,Y,Y,Y,N,Y,Y
Lotte,Y,N,Y,Y,N,N
Lou,Y,N,Y,Y,N,N
Louie,Y,N,Y,Y,N,N
Louis,N,N,Y,Y,N,N
lounge,Y,Y,Y,Y,N,N
louvar,Y,N,Y,N,Y,Y
love,N,N,Y,N,N,N
lover,Y,Y,Y,Y,N,N
loving,Y,Y,Y,N,N,N
low,Y,Y,Y,Y,N,N
Lu,Y,Y,Y,Y,N,N
Luba,Y,Y,Y,Y,N,N
Luc,Y,N,Y,Y,N,N
Lucia,N,N,Y,Y,N,N
Luciana,Y,N,Y,Y,N,N
Lucifer,Y,Y,Y,Y,N,N
luck,Y,Y,Y,Y,N,N
lucky,Y,Y,Y,Y,N,N
Lucy,Y,N,Y,Y,N,N
Ludwig,Y,N,Y,Y,N,N
Luis,N,N,Y,Y,N,N
Lukas,Y,Y,Y,Y,N,N
Luke,Y,Y,Y,Y,N,N
Lula,Y,N,N,Y,N,N
Lulu,N,N,Y,Y,N,N
lunar,Y,Y,Y,N,Y,Y
lunch,N,Y,Y,N,N,N
lupus,N,N,N,N,N,Y
lut,Y,Y,Y,Y,N,N
lute,Y,N,N,N,Y,Y
Luther,Y,N,Y,N,N,N
lux,N,Y,Y,Y,N,N
ly,Y,Y,Y,Y,N,N
lying,Y,Y,Y,N,N,N
Lyon,N,N,N,Y,N,N
ma,N,N,Y,N,N,N
Mac,N,N,N,Y,N,N
macaco,Y,Y,Y,N,Y,Y
machine,Y,Y,Y,Y,N,N
mack,Y,Y,Y,Y,N,N
macro,Y,N,Y,Y,N,N
mad,Y,Y,Y,N,N,N
madame,Y,Y,N,N,Y,Y
made,Y,N,Y,N,N,N
madeline,Y,Y,Y,Y,N,N
madness,Y,Y,Y,Y,N,N
mado,Y,Y,Y,Y,N,N
Madonna,Y,N,N,Y,N,N
Madrid,N,N,N,Y,N,N
maduro,Y,Y,N,N,Y,Y
mae,N,N,N,N,N,Y
maestro,Y,Y,N,N,Y,Y
mag,Y,Y,Y,N,N,N
magazine,N,N,N,N,Y,Y
Maggie,Y,Y,Y,Y,N,N
magi,Y,Y,Y,Y,N,N
magic,Y,Y,Y,N,N,N
magnifico,N,N,N,N,Y,Y
magnitude,Y,Y,Y,N,Y,Y
magnum,N,N,Y,Y,N,N
Magnus,Y,N,Y,Y,N,N
Mah,Y,Y,Y,Y,N,N
Mahmoud,N,Y,Y,Y,N,N
Maia,N,N,N,Y,N,N
maiden,Y,Y,Y,N,N,N
mail,Y,Y,Y,Y,N,N
main,Y,Y,Y,N,N,N
majesty,Y,Y,Y,Y,N,N
Major,N,N,N,Y,N,N
make,N,N,Y,N,N,N
maker,N,Y,Y,Y,N,N
maki,Y,Y,Y,Y,N,N
making,N,Y,Y,Y,N,N
mal,Y,Y,Y,Y,Y,Y
mala,Y,Y,N,N,Y,Y
male,Y,Y,Y,N,N,N
malik,Y,Y,Y,Y,N,N
man,N,N,Y,N,N,N
mana,Y,N,N,N,Y,Y
manager,Y,N,N,Y,N,N
manas,Y,N,N,N,Y,Y
Manchester,N,N,N,Y,N,N
mand,Y,Y,Y,Y,N,N
Mande,Y,Y,N,N,N,Y
mandrake,Y,Y,Y,Y,N,N
mane,Y,Y,Y,Y,N,N
mang,Y,Y,Y,Y,N,N
manga,Y,Y,N,N,Y,Y
Manhattan,Y,N,N,Y,N,N
mania,Y,Y,Y,N,Y,Y
maniac,Y,Y,Y,Y,N,N
manicure,N,Y,N,N,Y,Y
manifesto,Y,Y,Y,N,Y,Y
manipular,Y,Y,N,N,Y,Y
mano,Y,N,N,N,Y,Y
manso,Y,Y,N,N,Y,Y
manter,Y,Y,Y,N,Y,Y
manto,Y,Y,Y,N,Y,Y
mantra,N,N,N,N,Y,Y
manual,Y,Y,Y,N,Y,Y
Manuel,N,N,N,Y,N,N
mao,N,Y,N,N,N,Y
map,Y,Y,Y,Y,N,N
mar,Y,Y,Y,Y,Y,Y
Mara,Y,N,Y,Y,N,N
maraca,N,N,N,N,N,Y
Maranhao,Y,Y,Y,Y,N,N
Marc,Y,N,Y,Y,N,N
Marcel,Y,N,Y,Y,N,N
Marcella,Y,Y,Y,Y,N,N
Marcia,Y,N,Y,Y,N,N
marco,Y,Y,Y,N,Y,Y
Marconi,Y,Y,N,Y,N,N
Marcos,N,N,Y,Y,N,N
marginal,N,Y,Y,N,Y,Y
Margot,Y,N,N,Y,N,N
Mari,Y,N,Y,Y,N,N
Maria,N,N,N,Y,N,N
Mariana,N,N,Y,Y,N,N
Marie,Y,N,Y,Y,N,N
marijuana,N,N,N,N,N,Y
Marilyn,Y,N,Y,Y,N,N
marina,Y,Y,Y,Y,N,N
Mario,Y,N,Y,Y,N,N
Mark,Y,N,N,Y,N,N
marketing,N,Y,Y,N,Y,Y
Marmota,N,Y,Y,Y,N,N
maroon,Y,Y,Y,Y,N,N
marque,N,N,N,N,Y,Y
Mars,Y,N,Y,Y,N,N
Mart,Y,N,Y,Y,N,N
Martha,N,N,Y,Y,N,N
Martin,N,N,Y,Y,N,N
Martinez,N,N,N,Y,N,N
marvel,Y,Y,Y,Y,N,N
Marvin,Y,N,Y,Y,N,N
Mary,N,N,Y,Y,N,N
mas,Y,Y,Y,Y,Y,Y
mascara,N,Y,N,N,Y,Y
mash,Y,Y,Y,Y,N,N
masked,Y,Y,Y,Y,N,N
mass,Y,Y,Y,N,N,N
massa,Y,Y,Y,N,Y,Y
massacre,N,Y,Y,N,Y,Y
master,Y,N,Y,N,N,N
mat,Y,Y,Y,N,N,N
matador,N,Y,N,N,Y,Y
matamata,N,N,N,N,N,Y
Matar,Y,Y,N,N,N,Y
match,Y,Y,Y,Y,N,N
mate,N,Y,Y,Y,N,N
material,Y,Y,Y,N,Y,Y
math,Y,Y,Y,Y,N,N
matinal,Y,Y,N,N,Y,Y
matricula,Y,N,N,N,Y,Y
matricular,Y,Y,N,N,Y,Y
matrix,Y,Y,Y,Y,N,N
matsuri,Y,Y,Y,Y,N,N
Matt,Y,Y,Y,Y,N,N
matte,Y,Y,Y,Y,N,N
matter,Y,Y,Y,N,N,N
mau,Y,Y,Y,Y,Y,Y
Maureen,Y,N,Y,Y,N,N
Maurice,Y,N,Y,Y,N,N
Max,N,N,N,Y,N,N
maximum,Y,Y,Y,Y,N,N
maxwell,Y,Y,Y,Y,N,N
may,N,Y,Y,N,N,N
Maya,Y,Y,Y,Y,N,N
Mayer,Y,N,Y,Y,N,N
mayor,N,Y,Y,Y,N,N
me,Y,Y,Y,Y,Y,Y
mean,Y,Y,Y,N,N,N
Medellin,Y,N,Y,Y,N,N
Media,Y,Y,N,N,N,Y
medical,N,N,N,N,Y,Y
medico,Y,N,N,N,Y,Y
medieval,Y,Y,Y,N,Y,Y
Medina,N,N,Y,Y,N,N
medio,N,N,N,N,N,Y
meet,Y,Y,Y,N,N,N
meeting,N,N,Y,Y,N,N
mein,N,Y,Y,N,N,N
meio,Y,Y,Y,Y,Y,Y
mel,Y,Y,Y,Y,Y,Y
mela,N,N,N,N,Y,Y
melada,N,N,N,N,Y,Y
melanoma,N,N,N,N,Y,Y
Melissa,Y,N,Y,Y,N,N
melodia,Y,Y,Y,N,Y,Y
melodrama,Y,Y,N,N,Y,Y
melody,Y,Y,Y,Y,N,N
membrana,Y,Y,N,N,Y,Y
memo,N,N,N,N,N,N
memoria,N,N,N,N,Y,Y
memorial,Y,Y,N,N,Y,Y
men,N,N,Y,N,N,N
menage,N,N,N,N,N,Y
mensal,Y,Y,Y,N,Y,Y
menstrual,N,Y,N,N,Y,Y
mental,Y,Y,Y,N,Y,Y
mention,Y,Y,Y,N,N,N
mentor,N,Y,N,N,Y,Y
menu,Y,Y,Y,Y,Y,Y
Mercedes,Y,N,N,Y,N,N
Mercury,Y,N,Y,Y,N,N
merel,Y,Y,Y,Y,N,N
Meridional,Y,N,N,N,N,Y
merlin,Y,Y,Y,Y,N,N
mermaid,Y,Y,Y,Y,N,N
mero,Y,Y,Y,N,Y,Y
mesa,Y,Y,Y,N,Y,Y
message,Y,Y,Y,N,N,N
messenger,Y,Y,Y,N,N,N
meta,Y,Y,Y,N,Y,Y
metal,Y,Y,Y,Y,Y,Y
mete,Y,Y,Y,N,Y,Y
meter,Y,Y,Y,N,Y,Y
mew,N,N,N,N,N,Y
Mexican,Y,Y,Y,Y,N,N
mi,Y,Y,Y,Y,Y,Y
Miami,Y,N,N,Y,N,N
mian,Y,Y,Y,Y,N,N
Michael,Y,N,N,Y,N,N
Michel,N,N,Y,Y,N,N
Michelle,Y,N,Y,Y,N,N
Mick,Y,N,Y,Y,N,N
Mickey,Y,N,N,Y,N,N
mico,Y,Y,N,N,Y,Y
micro,N,Y,Y,N,Y,Y
mid,Y,Y,Y,Y,N,N
midnight,N,Y,Y,Y,N,N
midway,Y,Y,Y,Y,N,N
mig,N,Y,Y,N,N,N
Miguel,N,N,N,Y,N,N
mike,Y,Y,Y,Y,N,N
Mikey,Y,Y,Y,Y,N,N
mil,Y,Y,Y,Y,Y,Y
Milan,Y,N,N,Y,N,N
mile,Y,Y,Y,Y,N,N
Miles,Y,N,Y,Y,N,N
milk,Y,Y,Y,N,N,N
mill,N,N,N,N,Y,N
Milla,Y,N,Y,Y,N,N
miller,Y,Y,Y,Y,N,N
millionaire,Y,Y,Y,Y,N,N
Milly,Y,Y,Y,Y,N,N
milo,Y,Y,Y,Y,N,N
mim,Y,Y,Y,Y,Y,Y
mima,N,N,N,N,Y,Y
mime,N,N,N,N,Y,Y
Mimi,N,Y,Y,Y,N,N
Mimosa,Y,N,N,N,N,Y
min,Y,N,N,N,N,N
mina,Y,Y,N,Y,Y,Y
mind,Y,N,Y,N,N,N
Minerva,N,Y,Y,Y,N,N
minima,N,N,N,N,N,Y
minimal,Y,N,Y,Y,N,N
Minnie,Y,Y,Y,Y,N,N
mino,N,N,N,N,Y,Y
minute,N,Y,Y,Y,N,N
Mira,N,Y,N,Y,N,N
Miranda,N,N,N,Y,N,N
mire,N,N,N,N,Y,Y
miro,Y,N,N,N,Y,Y
mirror,Y,Y,Y,Y,N,N
misfit,Y,Y,Y,Y,N,N
miss,N,N,Y,Y,N,N
missal,N,Y,Y,Y,N,N
mister,N,N,N,Y,N,N
mitral,Y,Y,Y,Y,N,N
mix,Y,N,Y,Y,N,N
mixer,Y,N,Y,Y,N,N
Mo,Y,Y,Y,Y,N,N
mob,Y,Y,Y,Y,N,N
mobile,Y,Y,Y,Y,N,N
mocha,Y,Y,Y,Y,N,N
mode,N,Y,Y,Y,N,N
model,Y,N,Y,Y,N,N
Modern,Y,N,Y,Y,N,N
modulo,N,N,N,N,Y,Y
Moe,Y,Y,Y,Y,N,N
Moi,N,Y,Y,N,N,N
Mojo,Y,Y,Y,Y,N,N
mola,Y,Y,N,N,Y,Y
molar,N,Y,N,N,Y,Y
mole,Y,Y,Y,N,Y,Y
molecular,N,Y,N,N,Y,Y
moment,N,Y,Y,N,N,N
mona,Y,Y,Y,Y,N,N
Monday,Y,Y,Y,Y,N,N
money,N,N,Y,N,N,N
Monica,Y,N,Y,Y,N,N
monitor,N,Y,N,N,Y,Y
mono,N,Y,N,N,Y,Y
monotone,N,N,N,N,N,Y
monsieur,N,Y,Y,Y,N,N
monster,Y,Y,Y,Y,N,N
Mont,Y,N,N,N,N,N
montana,Y,Y,Y,Y,N,N
monte,Y,Y,Y,Y,Y,Y
Montes,N,Y,Y,N,N,Y
Monty,Y,N,Y,Y,N,N
moodle,Y,Y,Y,Y,N,N
moon,Y,Y,Y,N,N,N
moonwalker,Y,Y,Y,Y,N,N
Moor,Y,Y,Y,Y,N,N
Moore,N,N,Y,Y,N,N
mor,N,N,Y,N,N,N
mora,Y,Y,Y,Y,Y,Y
moral,Y,Y,Y,N,Y,Y
more,N,N,Y,N,N,N
mores,Y,N,N,N,Y,Y
Morgan,Y,N,Y,Y,N,N
Morgana,Y,Y,Y,Y,N,N
morning,N,N,Y,N,N,N
moro,Y,Y,N,N,Y,Y
mortal,Y,Y,Y,N,Y,Y
Morton,Y,N,Y,Y,N,N
Mosaic,Y,Y,Y,Y,N,N
mosquito,Y,Y,N,N,Y,Y
moss,Y,Y,Y,Y,N,N
mote,N,N,N,Y,N,N
motel,N,Y,N,N,Y,Y
mother,N,Y,Y,N,N,N
motion,Y,N,Y,Y,N,N
motivational,Y,Y,Y,Y,N,N
motor,Y,Y,Y,N,Y,Y
mou,Y,Y,Y,N,N,N
mountain,Y,N,Y,N,N,N
mouse,Y,N,Y,N,N,N
mousse,N,N,N,N,N,Y
move,Y,Y,Y,Y,Y,Y
mover,Y,Y,N,N,Y,Y
movie,Y,Y,Y,Y,N,N
mow,Y,Y,Y,Y,N,N
Mr,N,Y,Y,Y,N,N
Mrs,N,N,Y,Y,N,N
Mru,Y,Y,Y,Y,N,N
mu,Y,Y,Y,N,N,N
much,N,Y,Y,N,N,N
mud,Y,Y,Y,N,N,N
mudar,Y,Y,Y,N,Y,Y
mug,Y,Y,Y,Y,N,N
muleta,Y,Y,N,N,Y,Y
muller,Y,Y,Y,Y,N,N
mullets,N,N,N,N,N,Y
mulligan,Y,Y,Y,Y,N,N
mun,Y,Y,Y,N,N,N
mund,Y,Y,Y,Y,N,N
municipal,Y,Y,Y,N,Y,Y
mural,N,Y,N,N,Y,Y
murder,Y,Y,Y,Y,N,N
Muriel,Y,Y,Y,Y,N,N
Murillo,Y,Y,Y,Y,N,N
murphy,Y,Y,Y,Y,N,N
Murray,N,N,Y,Y,N,N
Musa,Y,Y,N,N,N,Y
Muse,Y,Y,Y,Y,N,N
music,Y,N,Y,N,N,N
musical,Y,Y,Y,N,Y,Y
musico,N,N,N,N,Y,Y
must,Y,N,Y,N,N,N
mute,N,N,N,N,N,Y
my,N,N,Y,N,N,N
myself,Y,Y,Y,N,N,N
na,Y,Y,Y,Y,Y,Y
nail,Y,Y,Y,Y,N,N
Nair,Y,N,Y,Y,N,N
Naja,Y,Y,Y,Y,N,N
nam,N,Y,Y,N,N,N
name,N,N,Y,N,N,N
Nana,N,N,Y,Y,N,N
Nancy,N,N,Y,Y,N,N
Nanda,Y,Y,Y,Y,N,N
Nanny,Y,Y,Y,Y,N,N
Naomi,Y,N,Y,Y,N,N
nap,Y,Y,Y,Y,N,N
narra,Y,Y,Y,N,Y,Y
nary,Y,Y,Y,Y,N,N
nash,Y,Y,Y,Y,N,N
Nassau,Y,N,Y,Y,N,N
nat,Y,Y,Y,Y,N,N
natal,Y,Y,Y,N,Y,Y
Natalie,Y,N,Y,N,N,N
Nate,Y,Y,Y,Y,N,N
Nathan,N,N,Y,Y,N,N
nation,Y,Y,Y,N,N,N
natural,Y,Y,Y,N,Y,Y
nature,N,Y,Y,Y,N,N
nave,Y,Y,Y,N,Y,Y
nay,Y,Y,Y,Y,N,N
Nazi,Y,Y,Y,Y,N,N
ne,Y,Y,N,Y,N,Y
nea,Y,Y,Y,Y,N,N
Neanderthal,Y,Y,Y,Y,N,N
near,Y,Y,Y,N,N,N
neck,Y,Y,Y,N,N,N
nee,Y,Y,Y,Y,N,N
need,Y,Y,Y,N,N,N
neem,N,N,N,N,N,Y
neet,Y,Y,Y,Y,N,N
negro,Y,Y,Y,N,Y,Y
Neil,Y,N,Y,Y,N,N
Nelly,Y,Y,Y,Y,N,N
nelson,Y,Y,Y,Y,N,N
Nemathelminthes,Y,Y,Y,Y,N,N
neo,N,Y,Y,Y,N,N
neon,Y,N,Y,Y,N,N
Nepal,N,N,Y,Y,N,N
Neri,Y,N,Y,Y,N,N
nest,N,Y,Y,Y,N,N
net,Y,Y,Y,Y,N,N
network,N,N,N,N,Y,Y
neuroses,N,Y,N,N,Y,Y
neve,Y,Y,Y,N,Y,Y
never,N,Y,Y,N,N,N
neverland,Y,Y,Y,Y,N,N
Neville,Y,N,Y,Y,N,N
new,N,N,Y,N,N,N
news,Y,Y,Y,N,N,N
newsletter,Y,Y,Y,Y,N,N
next,Y,Y,Y,N,N,N
nexus,Y,Y,Y,Y,N,N
ni,N,Y,Y,N,N,N
Niall,Y,Y,Y,Y,N,N
Nicaragua,Y,Y,Y,Y,N,N
nice,Y,Y,Y,N,N,N
Nicholas,Y,Y,Y,Y,N,N
Nick,Y,N,Y,Y,N,N
nickname,Y,Y,Y,Y,N,N
Nicolas,Y,N,Y,Y,N,N
Nicolo,Y,Y,Y,Y,N,N
night,Y,N,Y,N,N,N
nil,Y,Y,Y,Y,N,N
Nina,Y,N,Y,Y,N,N
Ning,Y,Y,Y,Y,N,N
Ninja,N,Y,N,N,N,Y
nirvana,Y,N,N,N,Y,Y
nix,Y,Y,Y,Y,N,N
no,Y,Y,Y,Y,Y,Y
noa,Y,Y,Y,Y,N,N
Noah,Y,N,Y,N,N,N
nob,Y,Y,Y,Y,N,N
nod,Y,Y,Y,N,N,N
noel,Y,Y,Y,Y,N,N
Noemi,N,Y,Y,Y,N,N
noise,Y,Y,Y,Y,N,N
nome,Y,Y,Y,Y,Y,Y
nominee,Y,Y,Y,Y,N,N
non,N,N,Y,N,N,N
none,Y,Y,Y,N,N,N
nonlinear,N,N,N,N,N,Y
nonsense,Y,N,Y,Y,N,N
Nora,Y,N,Y,Y,N,N
Norah,Y,Y,Y,Y,N,N
norma,Y,Y,Y,N,Y,Y
normal,Y,Y,Y,N,Y,Y
Norman,Y,N,Y,Y,N,N
nostalgia,Y,Y,N,N,Y,Y
not,N,Y,Y,N,N,N
note,Y,Y,N,N,Y,Y
notebook,Y,N,Y,Y,N,N
nova,Y,Y,Y,Y,Y,Y
novel,N,N,Y,Y,N,N
novena,Y,Y,Y,Y,N,N
Novo,Y,Y,Y,N,N,Y
now,Y,Y,Y,N,N,N
nu,Y,Y,Y,Y,Y,Y
nub,Y,Y,Y,Y,N,N
nuclear,N,Y,Y,N,Y,Y
nude,N,N,N,N,N,Y
nuke,Y,Y,Y,Y,N,N
Numa,Y,Y,N,N,N,Y
number,Y,Y,Y,N,N,N
numero,Y,N,N,N,Y,Y
oasis,N,N,N,N,N,Y
observe,Y,Y,N,N,Y,Y
obvious,Y,Y,Y,Y,N,N
ocean,Y,Y,Y,Y,N,N
octopus,Y,Y,Y,Y,N,N
oe,Y,Y,Y,Y,N,N
of,N,N,Y,N,N,N
off,N,N,Y,N,N,N
office,N,Y,Y,N,N,N
official,Y,Y,Y,Y,N,N
oh,N,N,Y,N,N,N
ohm,Y,Y,Y,Y,N,N
oii,N,N,N,N,N,Y
oitava,Y,Y,Y,N,Y,Y
Ok,N,Y,N,N,N,N
Olaf,Y,Y,Y,Y,N,N
old,N,Y,Y,N,N,N
Ole,Y,N,Y,N,N,N
Olga,Y,N,Y,Y,N,N
Oliver,N,N,Y,Y,N,N
Olivia,Y,N,Y,Y,N,N
om,Y,N,Y,N,N,N
Omar,N,N,Y,N,N,N
omega,N,N,N,N,Y,Y
on,N,N,Y,N,N,N
one,Y,N,Y,N,N,N
onion,Y,Y,Y,Y,N,N
only,N,Y,Y,N,N,N
open,N,Y,Y,N,N,N
opera,Y,Y,Y,N,Y,Y
Ophelia,N,Y,Y,Y,N,N
opine,Y,N,N,N,Y,Y
option,Y,Y,Y,Y,N,N
or,N,N,Y,N,N,N
ora,N,N,N,N,N,N
oral,Y,Y,N,N,Y,Y
orange,Y,Y,Y,Y,N,N
orbicular,N,N,N,N,Y,Y
ore,N,N,N,N,Y,Y
organize,N,Y,N,N,Y,Y
orgasm,Y,Y,Y,Y,N,N
orgia,Y,N,Y,N,Y,Y
oriental,Y,Y,Y,Y,Y,Y
original,Y,Y,Y,N,Y,Y
Orlando,Y,N,N,Y,N,N
Orleans,N,N,Y,Y,N,N
os,Y,Y,Y,Y,Y,Y
Oscar,N,N,N,Y,N,N
ose,N,Y,Y,Y,N,N
osmose,N,N,N,N,Y,Y
Otto,N,N,Y,Y,N,N
our,Y,Y,Y,N,N,N
ourselves,Y,Y,Y,N,N,N
out,N,N,Y,N,N,N
outback,Y,Y,Y,Y,N,N
outdoor,Y,N,Y,Y,N,N
outdoors,Y,N,Y,Y,N,N
outlander,Y,Y,Y,Y,N,N
outsight,Y,Y,Y,Y,N,N
ova,N,N,N,N,Y,Y
oval,Y,Y,N,N,Y,Y
over,Y,N,Y,N,N,N
overdose,Y,N,N,Y,N,N
overview,Y,Y,Y,Y,N,N
overwatch,Y,Y,Y,Y,N,N
ow,Y,Y,Y,Y,N,N
Owen,Y,N,Y,Y,N,N
owly,Y,Y,Y,Y,N,N
own,Y,Y,Y,N,N,N
Ozark,Y,Y,Y,Y,N,N
pa,N,N,N,N,N,Y
Pablo,Y,N,Y,Y,N,N
pack,Y,Y,Y,Y,N,N
pad,Y,Y,Y,Y,N,N
padding,Y,Y,Y,Y,N,N
padre,Y,Y,Y,N,Y,Y
paga,Y,Y,Y,N,Y,Y
page,Y,Y,Y,Y,N,N
pager,Y,N,Y,Y,N,N
pagina,Y,N,N,N,Y,Y
pah,N,N,N,N,N,N
pain,N,Y,Y,N,N,N
paint,Y,Y,Y,Y,N,N
pais,Y,Y,Y,Y,Y,Y
pal,N,N,N,N,N,N
palace,Y,Y,Y,Y,N,N
palas,Y,Y,Y,Y,N,N
palatal,Y,Y,Y,Y,N,N
Palermo,Y,Y,Y,N,N,Y
palestra,Y,Y,Y,N,Y,Y
Palladium,Y,Y,Y,Y,N,N
palma,Y,Y,Y,N,Y,Y
palmar,N,N,N,N,Y,Y
palmito,N,N,N,N,Y,Y
palmo,Y,N,N,N,Y,Y
pam,Y,Y,Y,Y,N,N
Pamela,Y,N,Y,Y,N,N
Pan,N,N,Y,Y,N,N
panada,Y,Y,Y,Y,N,N
panda,N,Y,N,N,Y,Y
pandemia,N,Y,N,N,Y,Y
Pandora,N,N,Y,Y,N,N
pane,N,Y,Y,N,N,N
panela,Y,Y,N,N,Y,Y
panic,Y,Y,Y,Y,N,N
panorama,Y,Y,Y,N,Y,Y
pants,Y,Y,Y,Y,N,N
Paola,Y,Y,Y,Y,N,N
papa,Y,Y,Y,N,Y,Y
par,Y,Y,Y,Y,Y,Y
para,Y,Y,Y,Y,Y,Y
parabola,N,N,N,N,N,Y
paradise,Y,Y,Y,Y,N,N
parado,Y,Y,Y,N,Y,Y
parados,Y,Y,N,N,Y,Y
Paraguay,Y,N,Y,Y,N,N
param,N,N,Y,Y,N,N
paranoia,N,N,N,N,Y,Y
paranormal,N,N,N,N,Y,Y
parao,N,N,N,N,N,Y
pare,Y,Y,Y,N,Y,Y
pari,N,Y,Y,Y,N,N
Paris,N,N,N,Y,N,N
park,Y,Y,Y,Y,N,N
parker,Y,Y,Y,Y,N,N
parking,Y,Y,Y,Y,N,N
parlando,N,Y,N,N,Y,Y
Parma,N,N,N,Y,N,N
parody,Y,Y,Y,Y,N,N
Part,N,N,N,N,N,N
particular,Y,Y,Y,N,Y,Y
parto,Y,Y,N,Y,Y,Y
party,Y,Y,Y,N,N,N
Pascal,N,N,Y,Y,N,N
pasmo,N,Y,Y,Y,N,N
pass,Y,Y,Y,N,N,N
passado,Y,Y,Y,N,Y,Y
passe,Y,Y,Y,Y,Y,Y
passo,Y,Y,Y,Y,Y,Y
pastel,Y,Y,Y,N,Y,Y
pastor,Y,Y,Y,Y,Y,Y
pata,Y,Y,N,N,Y,Y
patamar,Y,Y,Y,N,Y,Y
pathy,Y,Y,Y,Y,N,N
pato,Y,Y,N,N,Y,Y
patria,N,N,N,N,N,Y
Patricia,Y,N,Y,Y,N,N
Patrick,Y,N,Y,Y,N,N
patrimonial,N,Y,Y,N,Y,Y
patty,Y,Y,Y,Y,N,N
paty,Y,Y,Y,Y,N,N
pau,Y,Y,Y,N,Y,Y
Paul,N,N,Y,Y,N,N
Paula,N,N,Y,Y,N,N
Paulina,N,N,Y,Y,N,N
Paulinia,Y,Y,Y,Y,N,N
Paulista,Y,Y,Y,N,N,Y
pause,N,N,N,N,Y,Y
pave,N,N,N,N,N,Y
paw,Y,Y,Y,N,N,N
pay,Y,N,Y,N,N,N
pea,N,N,N,Y,N,N
peace,Y,Y,Y,N,N,N
pearl,Y,Y,Y,Y,N,N
peba,N,N,N,N,Y,Y
pedestal,Y,Y,N,N,Y,Y
pedigree,N,N,N,N,Y,Y
Pedro,N,N,N,Y,N,N
peele,Y,Y,Y,Y,N,N
peep,Y,N,Y,Y,N,N
peer,Y,Y,Y,Y,N,N
